\database\database_achieveInfo.msbt
AchieveName_001	Super Striker
Player_StgWin_272	It's easy—I love sushi more than\nyou, so I won!
Player_StgWin_273	Seeing you act so fragile all of\na sudden is weird!
Player_StgWin_274	I'm only as strong as sushi\nmakes me!
Player_StgWin_275	I've fought so many tough\nenemies that I can't help it!
Player_StgWin_276	Wow, you take this stuff pretty\nseriously, huh?
Player_StgWin_277	I've grown a lot as a sushi\nstriker! But you knew that, huh?
Player_StgWin_278	Hey! If I don't get to call you\nold, you can't call me a child!
Player_StgWin_279	I already didn't want to,\nand now I'm scared to!
Player_StgWin_280	You're right. That's why I'm\ntrying to end this war!
Player_StgWin_281	I'm always happy to fight, if it\nhelps you eat!
Player_StgWin_282	If there was a weak link, it was\nyour whole general attitude...
Player_StgWin_283	Thanks for the compliment, but\ndid you really forget my name?!
Player_StgWin_284	Mature? Me? Hey, yeah!\nI AM mature!
Player_StgWin_285	If he was this good then, will I\never be better than him?
Player_StgWin_286	I've taken apart enough of you\nto know how it works by now!
Player_StgWin_287	Is your name also Musashi?\nYou remind me of someone...
Player_StgWin_288	Umm... I don't know, did you?\nI don't remember either.
Player_StgWin_289	The SLF is better off in my\nhands anyway!
Player_StgWin_290	Well, first I eat sushi, and then\nI eat some more!
Player_StgWin_291	Why do I think you're going to\ntell her as soon as you can...
Player_StgWin_292	That's what sushi striking is\nabout! Get with the program!
Player_StgWin_293	I can't afford to hesitate! Not\nwhen it comes to you!
Player_StgWin_294	What's under there, anyway?\nCan I get a quick peek?
Player_StgWin_295	You're as big a brat as me,\nand you have no excuse!
Player_StgWin_296	Thanks! I have to be when I\nfight someone as good as you!
Player_StgWin_297	I think you've been training the\nwrong things...
Player_StgWin_298	There's nothing wrong with tuna\nor salmon! Don't be stubborn!
Player_StgWin_299	I just follow my own path and\nlet sushi be my guide!
Player_StgWin_300	Does that mean you're giving\nup? Seems kinda cowardly!
Player_StgWin_301	B-but we were both eating\nsushi the whole time!
Player_StgWin_302	It's not every day you get to\nfight yourself!
Player_StgWin_001_f	This is sushi striking, huh?\nI'm loving it already!
Player_StgWin_002_f	Another victory, another belly\nfull of sushi!
Player_StgWin_003_f	You're just mad because you\ndon't have one, Kojiro!
Player_StgWin_004_f	I love sweets almost as much\nas I love sushi!
Player_StgWin_005_f	I've had static cling worse than\nyour Electrozap!
Player_StgWin_006_f	My sushi striking can bust\nthrough any shield!
Player_StgWin_007_f	Wow! Talk about a fast-\npaced fight!
Player_StgWin_008_f	NOW are you gonna stop\ntreating me like a kid?!
Player_StgWin_009_f	You know your attacks are all\nreally obvious, right?
Player_StgWin_010_f	Capsules sure are neat! Thanks\nfor letting me have so many!
Player_StgWin_011_f	You specialize so much that you\nforgot all the basics!
Player_StgWin_012_f	Yesss! Nothing's standing in\nmy way now!
Player_StgWin_013_f	I'll never join the Empire!\nDon't bother asking again!
Player_StgWin_014_f	Put a shirt on already!
Player_StgWin_015_f	I'm the better striker! Though I\ndo wish I had cool muscles...
Player_StgWin_016_f	What does working out have to\ndo with sushi striking?
Player_StgWin_017_f	Your rank and your build don't\nmatter if you're in my way!
Player_StgWin_018_f	Sorry about getting you fired!\nMaybe just leave the Empire?
Player_StgWin_019_f	Shuffle the sushi all you want—\nI'm going to eat it all anyway!
Player_StgWin_020_f	That girl looked like she was\nmy age... That's so sad.
Player_StgWin_021_f	Just let me through! I need to\nsee that girl again!
Player_StgWin_022_f	I won, so get lost! You're\nstanding in my way!
Player_StgWin_023_f	Is this the way Celia went?
Player_StgWin_024_f	Celia's gotta be up ahead\nsomewhere...
Player_StgWin_025_f	I hope I'm starting to get\nthrough to Celia...
Player_StgWin_026_f	Muscles don't deflate! Stop\ntalking nonsense and go away!
Player_StgWin_027_f	"Perfectorals"? One of us has\na lot to learn about anatomy...
Player_StgWin_028_f	Wow. Did I beat you so bad that\nyou burst into poetry?
Player_StgWin_029_f	I'll pass. I don't need muscles\nOR the Empire!
Player_StgWin_030_f	I'm not stupid! Just listen to\nme for a minute!
Player_StgWin_031_f	You'll never really appreciate\nsushi with that dumb skill!
Player_StgWin_032_f	Are you catching a cold?\nDude, go get some bed rest!
Player_StgWin_033_f	Then you should've used some\neye drops before the fight!
Player_StgWin_034_f	Aw, that's no fun. You can't\nfight without enjoying the sushi!
Player_StgWin_035_f	How come everyone in this\nsquad looks ready to barf?!
Player_StgWin_036_f	I'm getting the hang of this\nstuff! Good soosh, buddy!
Player_StgWin_037_f	Do you have a thing for the\nold guy or something?
Player_StgWin_038_f	Yeah, right! Those are just big\nold crocodile tears!
Player_StgWin_039_f	No! Because then you'd\nhave won!
Player_StgWin_040_f	Well... Would it help if I was\nright there with you?
Player_StgWin_041_f	I just got out of the way.\nIt wasn't hard.
Player_StgWin_042_f	Just because I can't eat wasabi\ndoesn't make me a little kid!
Player_StgWin_043_f	It's sushi you're supposed to\nlove! Wasabi's just a condiment.
Player_StgWin_044_f	No, what YOU need is an\nintervention!
Player_StgWin_045_f	I think all that wasabi has gone\nto your brain.
Player_StgWin_046_f	You're not so bad yourself!
Player_StgWin_047_f	Sorry about that, but I need to\nmove on ahead!
Player_StgWin_048_f	If you want, I can come back\nlater and we can play instead!
Player_StgWin_049_f	Oh, is your back stiff? Do you\nwant me to try pounding it?
Player_StgWin_050_f	I'm nice to everyone who's not\nan Imperial soldier!
Player_StgWin_051_f	I don't really see that\nhappening for you. Ever.
Player_StgWin_052_f	Is a taste for wasabi the secret\nto being an adult? Teach me!
Player_StgWin_053_f	Is that the guy who's supposed\nto be the best of the best?
Player_StgWin_054_f	Then try not being so picky!
Player_StgWin_055_f	Looks like they forgot to warn\nyou not to call me a little kid!
Player_StgWin_056_f	Thanks for the warning,\nmister!
Player_StgWin_057_f	What do you expect from a\nsuperstrong soosh striker?
Player_StgWin_058_f	You and your squad had better\nget used to it!
Player_StgWin_059_f	Better to be a monkey than an\nImperial goon!
Player_StgWin_060_f	You say that, but if you'd beat\nme, I bet you'd be the worst...
Player_StgWin_061_f	Maybe now you'll admit you\nguys aren't all that great!
Player_StgWin_062_f	There's a first time for\neverything!
Player_StgWin_063_f	You thought wrong! I'm gonna\nclear a path right to Tiburon!
Player_StgWin_064_f	Ohhh, so that's why everyone's\nstanding so close together!
Player_StgWin_065_f	That's real sushi for you! You're\nsupposed to eat it with a smile!
Player_StgWin_066_f	What, that huge thing? I'm used\nto it by now!
Player_StgWin_067_f	You can sulk later! Right now\nyou gotta let me through!
Player_StgWin_068_f	"Almost"? How hard can it be\nto make toast?
Player_StgWin_069_f	Bad hips, trick knees, sore\nbacks... I've heard it all before!
Player_StgWin_070_f	If it helps, I could tell by the\nway you fought!
Player_StgWin_071_f	I'll believe that when I see it!\nLet me through!
Player_StgWin_072_f	Heck yeah you did! So uh, why\naren't you acting like you lost?
Player_StgWin_073_f	Your "methods" don't matter!\nSushi is more than a method!
Player_StgWin_074_f	You say that, but I'm going on\nahead anyway!
Player_StgWin_075_f	You knew my name? Wow!\nAm I getting famous?!
Player_StgWin_076_f	"Finishing blow"? I'm not gonna\nhurt you! I'm the good guy!
Player_StgWin_077_f	I'd taste sushi over defeat any\nday, that's for sure!
Player_StgWin_078_f	Soosh? Sports? You make my\nhead hurt...
Player_StgWin_079_f	Wait, is he happy he's going to\nget yelled at?!
Player_StgWin_080_f	Wh-what a weirdo...
Player_StgWin_081_f	Are that lady's troops OK?\nIn the head, I mean...
Player_StgWin_082_f	This captain's even further gone\nthan his crew!
Player_StgWin_083_f	Sure, it wasn't easy, but I\ncouldn't give up, right?
Player_StgWin_084_f	Sounds like that Purrsilla lady\nwon't let him have any...
Player_StgWin_085_f	It's not just salmon! Some of\nit's tuna, too!
Player_StgWin_086_f	Quit being stubborn and eat\nsome already!
Player_StgWin_087_f	Wow. You're so hungry for\nsalmon, you're hallucinating...
Player_StgWin_088_f	A mill? But we're eating rice,\nnot flour... I'm confused.
Player_StgWin_089_f	So she's eating bonbons while\nyou're out here fighting?!
Player_StgWin_090_f	Oh, is that why your mind never\nseemed to be on the fight?
Player_StgWin_091_f	Ouch... Even her loyal soldiers\nare having a tough time.
Player_StgWin_092_f	Help her? With what?
Player_StgWin_093_f	My beef with you?! Listen, YOU\npicked a fight with ME!
Player_StgWin_094_f	Good sushi wins out over any\nskill, no matter how tricky!
Player_StgWin_095_f	Aaaaachoooo! Y-you might\nhave a point there...
Player_StgWin_096_f	Y-y-you're being a good sport\nabout this. You deserve a rest!
Player_StgWin_097_f	Between the two, I'd be more\nworried about your heater...
Player_StgWin_098_f	Why do I feel even worse now?
Player_StgWin_099_f	Wow, you're even mad about\nthe same thing as before!
Player_StgWin_100_f	Oh, right! Still haven't put a\nshirt on, huh?
Player_StgWin_101_f	Sure! Can't really help it with all\nthe fighting I've been through!
Player_StgWin_102_f	Someday you'll learn there's\nmore to life than exercise!
Player_StgWin_103_f	Thanks! I think?
Player_StgWin_104_f	Hey, I call it like I see it!
Player_StgWin_105_f	Get real! You don't get strong\nby making yourself suffer!
Player_StgWin_106_f	The deflating muscles guy!\nDon't beat yourself up, man!
Player_StgWin_107_f	The "perfectorals" guy too?!\nAre all of Kodiak's guys here?
Player_StgWin_108_f	I missed your poetry! Ever think\nof doing that full time instead?
Player_StgWin_109_f	You know, it might actually be\nfun to have bulging muscles...
Player_StgWin_110_f	Just let me free Franklin and I'll\nbe out of your hair!
Player_StgWin_111_f	Give it a rest, Kodiak! That's no\nway to eat sushi!
Player_StgWin_112_f	I-is that true? Well, don't let\nit get you down.
Player_StgWin_113_f	Huh? But didn't the last guy\nalso say...
Player_StgWin_114_f	Can't you even come up with\nan original excuse?!
Player_StgWin_115_f	Don't say you're the weakest\nin your squad! Don't even!
Player_StgWin_116_f	Fighting you is almost starting\nto feel normal!
Player_StgWin_117_f	So Sleeper is next... I look\nforward to tangling with him!
Player_StgWin_118_f	So you're OK with dumping\nthe problem on Sawfish?
Player_StgWin_119_f	This squad sure seems OK with\npassing the buck!
Player_StgWin_120_f	It's rough to have all that\nresponsibility on your shoulders.
Player_StgWin_121_f	Was that your secret weapon?\nSorry I had to go and break it!
Player_StgWin_122_f	I dunno. All that weight training\nseems like a lot of work...
Player_StgWin_123_f	Definitely not! I can't stand the\nway it stuffs up my nose!
Player_StgWin_124_f	It wouldn't have helped. Just\neat whatever sushi you want!
Player_StgWin_125_f	First you need to believe in\nsushi. Style will come later.
Player_StgWin_126_f	Sushi style? You mean the way\nI eat sushi? That's kinda cool!
Player_StgWin_127_f	You really love sushi... Dad\nhas good people under him.
Player_StgWin_128_f	I dunno about everyone, but it's\ndefinitely true for me!
Player_StgWin_129_f	You're just another stepping\nstone on the way to my dad!
Player_StgWin_130_f	Soldiers, cannons... Put 'em in\nmy way and I'll knock 'em out!
Player_StgWin_131_f	I'm glad I got a chance to show\nyou my love for sushi!
Player_StgWin_132_f	Wh-what's with the mask?\nYou're creeping me out...
Player_StgWin_133_f	"Your end"? Don't make\nme laugh!
Player_StgWin_134_f	Uhhh, are you broken? I'll...\nbe moving along now...
Player_StgWin_135_f	This is the least fun squad to\nbe around I've ever met!
Player_StgWin_136_f	You're even here in the palace?\nJust what's your deal, huh?!
Player_StgWin_137_f	Aww, get stuffed! My place is\nfighting here alongside my dad!
Player_StgWin_138_f	I'm just trying to show my dad\nhow far I've come!
Player_StgWin_139_f	That's what me and my dad are\nhere to stop!
Player_StgWin_140_f	So what you're saying is, we're\nalmost there? Let's go, Dad!
Player_StgWin_141_f	I won't accept a world where\nyou guys control the sushi!
Player_StgWin_142_f	Sorry, I don't have time for your\nwhining! Gotta catch up to Dad!
Player_StgWin_143_f	It's only endless for you! What\nabout the rest of the world?!
Player_StgWin_144_f	It's time I met Octavius. We\nneed to have a talk about sushi!
Player_StgWin_145_f	Sushi doesn't belong to any\none person! It's everyone's!
Player_StgWin_146_f	Because I picture everyone else\nin the world enjoying it, too!
Player_StgWin_197_f	It's all mine! If you want one,\nfind it yourself!
Player_StgWin_198_f	Dude... You lost, and you're\nstill making terrible puns?
Player_StgWin_199_f	A shrine, huh? Is that where the\nlane-drive gear engineer is?
Player_StgWin_200_f	Heheh! No secret is safe with\nArchie around!
Player_StgWin_201_f	Yeah! Why, are they supposed\nto be scary?
Player_StgWin_202_f	You have fun! I'll just be on\nmy way...
Player_StgWin_203_f	Don't believe everything\nyou hear!
Player_StgWin_204_f	It's weird, but I feel like I've\nheard that before.
Player_StgWin_205_f	You and everyone else in his\ncommand, apparently!
Player_StgWin_206_f	So that was their plan! Still,\nI'm getting that gear back!
Player_StgWin_209_f	It doesn't matter! Sushi will\ncarry me past any obstacle!
Player_StgWin_210_f	There's a suspicious experiment\nhere that I'll put a stop to!
Player_StgWin_211_f	I sure am! I'm gonna get back\nwhat you stole!
Player_StgWin_212_f	It'll have to march on without\nthat gear, then!
Player_StgWin_213_f	Don't believe that guy! Listen\nto your sushi-loving heart!
Player_StgWin_214_f	You don't have to prove you—\nWait, this sounds familiar.
Player_StgWin_215_f	This guy sounds like the worst\nleader I've ever heard of!
Player_StgWin_216_f	This whole squad has been\na real downer to fight...
Player_StgWin_217_f	Why is there a Magnetic Shot\nhere?! What are you guarding?!
Player_StgWin_218_f	That's what you get for building\nmachines that waste sushi!
Player_StgWin_219_f	True happiness could never\ncome through a fake sushi gate!
Player_StgWin_221_f	Hey, I'm not the one who\nbrought it up!
Player_StgWin_222_f	Hearing you say that just makes\nme more curious!
Player_StgWin_223_f	I do feel bad about that. Maybe\ntell him I was just too good?
Player_StgWin_224_f	Sun-o will be happier with\nme anyway!
Player_StgWin_225_f	S-sorry about that. No hard\nfeelings, OK?
Player_StgWin_226_f	I'd come with you, but I've got\na rare sushi sprite to find!
Player_StgWin_227_f	Then that must mean there's\nsomething you were guarding!
Player_StgWin_228_f	When my plates get stolen,\nI just eat more!
Player_StgWin_233_f	I told you—Purrsilla isn't even\nhere anymore.
Player_StgWin_234_f	Did nobody tell you Purrsilla\ndoesn't care about that now?
Player_StgWin_235_f	He's so dedicated that it almost\nbrings a tear to my eye.
Player_StgWin_236_f	I didn't want to be the one to\nbreak it to you, but...
Player_StgWin_237_f	They're not so hard when you\nknow how to handle 'em!
Player_StgWin_238_f	Well, I am. Try not to be a sore\nloser about it!
Player_StgWin_239_f	Nice try, but I think I see a\nshrine up ahead!
Player_StgWin_240_f	Guess it's true what they say:\nyou snooze, you lose!
Player_StgWin_249_f	Hmmm... I don't see\nanything yet.
Player_StgWin_250_f	It must've missed the\nwhole thing...
Player_StgWin_251_f	Believe me, I could tell you\nwere fighting your heart out!
Player_StgWin_252_f	You can trick me, but there's no\ngetting around my sushi skills!
Player_StgWin_253_f	What can I say? I hear the sushi\nsprite calling, that's all!
Player_StgWin_254_f	Just isn't your day, huh?
Player_StgWin_255_f	A sixth sense is cool, but I like\nto say I have a nose for them!
Player_StgWin_256_f	Eat some good sushi and you\nwon't even notice the cold!
Player_StgWin_257_f	It'll be easy! I'll just follow\nmy nose for sushi sprites!
Player_StgWin_258_f	I will, thanks!
Player_StgWin_259_f	Yeah, I could see how being\nout here will do that to you.
Player_StgWin_260_f	This place is so pretty, I'd want\nto lose myself here too.
Player_StgWin_261_f	Wait... This "stealth training"...\nAre you playing hide-and-seek?!
Player_StgWin_262_f	I can't tell if he means with me\nor his hide-and-seek soldiers...
Player_StgWin_263_f	S-sorry about that. Sometimes\nI try a little TOO hard...
Player_StgWin_264_f	Your muscles have a mind of\ntheir own, huh?
Player_StgWin_265_f	Did you even notice that we\nhad a sushi battle just now?
Player_StgWin_266_f	Uhh, how many "minutes" has\nit been now?
Player_StgWin_267_f	Hope you find your friend!
Player_StgWin_268_f	Wake up! It's time to come to\nyour senses!
Player_StgWin_269_f	Where there's Imperials to bust,\nI'll be there doing the busting!
